_id,address,company_name,email,phone_number,url
60cb2e25cb87d4e5538021d5,,Tehnical Establishment Insulation & Water,null,"[""965 2408955""]",null
60cb2e26cb87d4e5538021d6,,Sultan Al Deera Exhibition,null,"[""965 4824887""]",null
60cb2e26cb87d4e5538021d7,,Steel Workshop,null,"[""965 4817458""]",null
60cb2e26cb87d4e5538021d8,"Al Magateer Complex, 2nd Floor Office No-16, Farwania",Specail Security Co General Trading & Cont.,null,"[""24773000""]",null
60cb2e26cb87d4e5538021d9,,Shebeeb Sl Ajmi General Trading & Contracting Establishment,null,"[""965 4736909""]",null
60cb2e27cb87d4e5538021da,,Sorour Al Kuwait Establishment,null,"[""965 4314656""]",null
60cb2e27cb87d4e5538021db,,Spanish Lighting Central Market Company,null,"[""965 2669240""]",null
60cb2e27cb87d4e5538021dc,,Shorouq Pack Company,null,"[""965 2467185""]",null
60cb2e27cb87d4e5538021dd,,"Shoa'Al Noor General Trading & Cont",null,"[""965 2443034""]",null
60cb2e27cb87d4e5538021de,Po Box 3333 13034 Safat,Tala Trading Company,null,"[""965 5751425""]",null
60cb2e27cb87d4e5538021df,,"Shaima'A Trading & Contracting Establishment",null,"[""965 2422003""]",null
60cb2e27cb87d4e5538021e0,Po Box 2657 13121 Safat,Shanasheel,null,"[""965 2402380""]",null
60cb2e27cb87d4e5538021e1,,Shamalco Trading & Contracting Company W.L.L.,null,"[""965 2439634""]",null
60cb2e27cb87d4e5538021e2,,Shad Trading & General Contracting Company W.L.L.,null,"[""965 2407152""]",null
60cb2e28cb87d4e5538021e3,,Shahriya General Trading & Contracting Establishment,null,"[""965 2422003""]",null
60cb2e28cb87d4e5538021e4,Po Box 19324 83805 Khaitan,Shalahi Establishment,null,"[""965 4312428""]",null
60cb2e28cb87d4e5538021e5,,Scientific Projects Company,null,"[""965 2407027""]",null
60cb2e28cb87d4e5538021e6,Po Box 24126 13102 Safat,Saud Al Shatti Trading Establishment,null,"[""965 2440197""]",null
60cb2e28cb87d4e5538021e7,,Saud Abdul Aziz Abdulla Abdullatif Al Khulaifi Butchery,null,"[""965 4837655""]",null
60cb2e28cb87d4e5538021e8,,Hamed Khalid Bin Hamed Office,null,"[""965 2465073""]",null
60cb2e28cb87d4e5538021e9,,Hamad Al Othman Trading Company,null,"[""965 2644770""]",null
60cb2e29cb87d4e5538021ea,,Senator General Trading & General Establishment,null,"[""965 2460980""]",null
60cb2e29cb87d4e5538021eb,,Halaf Al Harbi Trading Establishment,null,"[""965 3925579""]",null
60cb2e29cb87d4e5538021ec,,Hamad Al Fahed Sons,null,"[""965 4730680""]",null
60cb2e29cb87d4e5538021ed,,Hamad Abdullah Bu-Hasan Sons Company,null,"[""965 4819764""]",null
60cb2e29cb87d4e5538021ee,,Hamad Al Establishmentsa & Sons Establishment,null,"[""965 2425171""]",null
60cb2e2acb87d4e5538021ef,,Hadiya Bridge Establishment,null,"[""965 3917141""]",null
60cb2e2acb87d4e5538021f0,,Haji Haider Behbehani Company,null,"[""965 2440840""]",null
60cb2e2acb87d4e5538021f1,"P.O.Box: 29457, Safat 13154, , Kuwait",GULF TRADING HOUSE GENERAL TRADING & CONTG CO WLL,null,"[""9652405381"",""2466359""]",null
60cb2e2acb87d4e5538021f2,,Hadramout Industrial Equepment Exhibition,null,"[""965 4838564""]",null
60cb2e2acb87d4e5538021f3,Po Box 28270 13153 Safat,Gulf Support General Trading Company,null,"[""965 4810556""]",null
60cb2e2acb87d4e5538021f4,"P.O.Box: 24410, Shuwaikh, Area 3 - Plot J, Safat 13105, , Kuwait",GULF SUPPLY CO LTD,null,"[""9654810322"",""4844257""]",null
60cb2e2acb87d4e5538021f5,,Gulf Springs General Trading & Cont,null,"[""965 2628754""]",null
60cb2e2acb87d4e5538021f6,Po Box 29289 13153 Safat,Gulf Resources Corp For Electrical Switchgear,null,"[""965 4837749""]",null
60cb2e2bcb87d4e5538021f7,Po Box 24304 13104 Safat,Gulf Machinery Company Limited,null,"[""965 4811035""]",null
60cb2e2bcb87d4e5538021f8,Po Box 9735 61008 Ahmadi,Gulf International General Trading & Contracting Company Limited,null,"[""965 3983501""]",null
60cb2e2bcb87d4e5538021f9,Po Box 213 13003 Safat,Golden Desert Company,null,"[""965 4747048""]",null
60cb2e2bcb87d4e5538021fa,,Gulf Cattle Company,null,"[""965 4841176""]",null
60cb2e2bcb87d4e5538021fb,Po Box 4848 13049 Safat,Guide Trading & Contracting,null,"[""965 5719195""]",null
60cb2e2bcb87d4e5538021fc,,Gulf Decoration & Trading Company W.L.L.,null,"[""965 2444202""]",null
60cb2e2bcb87d4e5538021fd,Po Box 32268 Ras Al Salmiya,Green Line,null,"[""965 5710133""]",null
60cb2e2bcb87d4e5538021fe,,Golden Sunrise Center General Trading & Contracting Company,null,"[""965 5755361""]",null
60cb2e2bcb87d4e5538021ff,,Four Sill General Trading & Contracting Establishment,null,"[""965 4731888""]",null
60cb2e2bcb87d4e553802200,,Five Stars Establishment,null,"[""965 2454416""]",null
60cb2e2ccb87d4e553802201,Po Box 26260 13123 Safat,Golden Dalla Household Company,null,"[""965 4726274""]",null
60cb2e2ccb87d4e553802202,,Gardenia Center Company,null,"[""965 5755558""]",null
60cb2e2ccb87d4e553802203,,Four Star Electricals Contracting Company,null,"[""965 5645740""]",null
60cb2e2ccb87d4e553802204,P.O.Box: 47226 Fahaheel 64023,FIVE STARS TRADING CO.,null,"[""9653989464""]",null
60cb2e2ccb87d4e553802205,"Po Box 42371 70654 Shuwaikh, , Kuwait",Fosroc Division,null,"[""965 4817618""]",null
60cb2e2dcb87d4e553802206,,Qadam Al Khayer Establishment,null,"[""965 4745002""]",null
60cb2e2dcb87d4e553802207,,Polyglass Factory,null,"[""965 4710496""]",null
60cb2e2dcb87d4e553802208,,Qaiss Al Ghanim Establishment,null,"[""965 4838571""]",null
60cb2e2dcb87d4e553802209,,Power Trading & Contracting Company,null,"[""965 2432516""]",null
60cb2e2dcb87d4e55380220a,,Oscar Net General Trading & Contracting Establishment,null,"[""965 2626161""]",null
60cb2e2dcb87d4e55380220b,,Othman Al Dakheel Butchery,null,"[""965 4839856""]",null
60cb2e2ecb87d4e55380220c,,Golden Al Fanoss General Trading & Contracting Establishment,null,"[""965 2660832""]",null
60cb2e2ecb87d4e55380220d,Po Box 21635 13077 Safat,Oasis Sa T Al Ghanim Establishment,null,"[""965 4834713""]",null
60cb2e2ecb87d4e55380220e,Po Box 31 44000 Sabah Al Salem,Oasis Electrical Company,null,"[""965 2612018""]",null
60cb2e2ecb87d4e55380220f,,Nour Center,null,"[""965 4831204""]",null
60cb2e2ecb87d4e553802210,,Nora National Center,null,"[""965 2444434""]",null
60cb2e2ecb87d4e553802211,,Nor Al Mizan Establishment For Fresh Meals,null,"[""965 4822905""]",null
60cb2e2ecb87d4e553802212,,Ncp,null,"[""965 3262266""]",null
60cb2e2fcb87d4e553802213,Po Box 24168 13102 Safat,Nissei Sangyo Company Limited,null,"[""965 2418262""]",null
60cb2e2fcb87d4e553802214,,National Industries Company Detergent Factory,null,"[""965 4731701""]",null
60cb2e2fcb87d4e553802215,,National Engineering & Contracting Company,null,"[""965 4842081""]",null
60cb2e2fcb87d4e553802216,,Nassar Al Shuraian Sons General Trade & Contracting Company,null,"[""965 2458881""]",null
60cb2e2fcb87d4e553802217,,Nasr Al Rajeeba Establishment,null,"[""965 4812500""]",null
60cb2e2fcb87d4e553802218,Po Box 5140 13052 Safat,Naser Ibrahim Al Saqabi General Trading & Contracting Establishment,null,"[""965 4832094""]",null
60cb2e2fcb87d4e553802219,,Najmat Al Sabah,null,"[""965 2434369""]",null
60cb2e2fcb87d4e55380221a,,Mukamis & Fernans Company W.L.L.,null,"[""965 2409572""]",null
60cb2e2fcb87d4e55380221b,Po Box 465 13005 Safat,Morad Yousuf Behbehani Company,null,"[""965 4810350""]",null
60cb2e30cb87d4e55380221c,,Mysore Textiles,null,"[""965 4331068""]",null
60cb2e30cb87d4e55380221d,"P.O.Box: 889, Safat 13009, , Kuwait",MUSAED ABDULLA AL SAYER,null,"[""9652432700"",""2424324""]",null
60cb2e30cb87d4e55380221e,,Muhalhel Al Nisf Sons,null,"[""965 2645394""]",null
60cb2e30cb87d4e55380221f,Po Box 186 13002 Safat,Mohd Naser Al Sayer Company,null,"[""965 2421301""]",null
60cb2e30cb87d4e553802220,Po Box 207 13003 Safat,Mousa & Abdulwahab Alnaki Company,null,"[""965 4831273""]",null
60cb2e30cb87d4e553802221,,Mosa Al Bannay General Trading & Contracting Company,null,"[""965 2442273""]",null
60cb2e30cb87d4e553802222,,Mohd Establishmentsa Al Salrh & Brothers Establishment,null,"[""965 4834853""]",null
60cb2e30cb87d4e553802223,,Kuwait Petrochemical,null,"[""965 2421748""]",null
60cb2e31cb87d4e553802224,,Kuwait International,null,"[""965 4817961""]",null
60cb2e31cb87d4e553802225,,Kuwait Chemical Manufacturing Company,null,"[""965 3263297""]",null
60cb2e31cb87d4e553802226,,Kuwait Chemical,null,"[""965 3263497""]",null
60cb2e31cb87d4e553802227,,Kuwait Aluminium Brass Indust Company,null,"[""965 4818135""]",null
60cb2e31cb87d4e553802228,"P.O.Box: 24171; Ahmed Jaber St.; Darwazah; 13102 Safat, , Kuwait",INTERNATIONAL FINANCIAL LINE CO WLLL,null,"[""9652468456""]",null
60cb2e31cb87d4e553802229,,Kuwait Centre For Equipment & Industries Instrument,null,"[""965 4844662""]",null
60cb2e31cb87d4e55380222a,,International Popular Company,null,"[""965 4812796""]",null
60cb2e31cb87d4e55380222b,Po Box 309 13004 Safat,Kuawait Arc Company,null,"[""965 4812080""]",null
60cb2e31cb87d4e55380222c,,Kouhari Trading Stores,null,"[""965 2418973""]",null
60cb2e32cb87d4e55380222d,Po Box 1914 13020 Safat,"Int'Link For General Trading & Contracting Establishment",null,"[""965 2420586""]",null
60cb2e32cb87d4e55380222e,,Intertrad Trading & Contracting Company,null,"[""965 5722466""]",null
60cb2e32cb87d4e55380222f,,International Construction Center,null,"[""965 4749233""]",null
60cb2e32cb87d4e553802230,,International Gulf Group Center W.L.L.,null,"[""965 2400672""]",null
60cb2e32cb87d4e553802231,,International Lightingh Center,null,"[""965 4311955""]",null
60cb2e32cb87d4e553802232,,International Company For Kitchen Furniture W.L.L.,null,"[""965 2626853""]",null
60cb2e32cb87d4e553802233,,International Commercial Saurces,null,"[""965 5526807""]",null
60cb2e33cb87d4e553802234,Po Box 906 61004 Ahmadi,Instruments Installation & Maintenance Company,null,"[""965 3981661""]",null
60cb2e33cb87d4e553802235,,Inara Central Market,null,"[""965 2667744""]",null
60cb2e33cb87d4e553802236,,Improved Contracter For General Trading & Contracting Establishment,null,"[""965 3920140""]",null
60cb2e33cb87d4e553802237,,Ideal Home,null,"[""965 5735235""]",null
60cb2e33cb87d4e553802238,,Husain Makki Al Juma,null,"[""965 2430625""]",null
60cb2e33cb87d4e553802239,,Hope Gulf General Trading & Contracting Establishment,null,"[""965 2420987""]",null
60cb2e33cb87d4e55380223a,,Houlwa Company,null,"[""965 4725995""]",null
60cb2e34cb87d4e55380223b,,High Slant Contracting & Trading Company,null,"[""965 2443743""]",null
60cb2e34cb87d4e55380223c,Po Box 21354 13117 Safat,Ibrahim Mohamad Elect Materials Establishment,null,"[""965 2408217""]",null
60cb2e34cb87d4e55380223d,,Heeba Center Meat Shop,null,"[""965 2659240""]",null
60cb2e34cb87d4e55380223e,"P.O.Box: 2558, Safat 13029, , Kuwait",KHARAFI STEEL - ICMF,null,"[""9654873400"",""4847620"",""4813127"",""4845100""]",null
60cb2e34cb87d4e55380223f,,Hebteco National,null,"[""965 4343497""]",null
60cb2e34cb87d4e553802240,,Hawraa Al Kuwait General Trading & Contracting Establishment,null,"[""965 2461647""]",null
60cb2e34cb87d4e553802241,,Khalid Al Jeri General Trading & Contracting Company,null,"[""965 4724219""]",null
60cb2e35cb87d4e553802242,,Kasr Al Louhoum Butchery,null,"[""965 5742470""]",null
60cb2e35cb87d4e553802243,,Kitchen Company,null,"[""965 5734234""]",null
60cb2e35cb87d4e553802244,"Po Box 6001 32035, , Kuwait",Hawalli Lighting General Trading Company,null,"[""965 2631117""]",null
60cb2e35cb87d4e553802245,,Khalid Al Rajeebah For Meat,null,"[""965 4824646""]",null
60cb2e35cb87d4e553802246,,Khalifa Ali Sulaiman Al Majadi Establishment,null,"[""965 2434583""]",null
60cb2e35cb87d4e553802247,,Khalid Al Manees Establishment,null,"[""965 4847865""]",null
60cb2e35cb87d4e553802248,Po Box 1725 13018 Safat,Jasim Establishmentsa Al Assfoor Establishment,null,"[""965 4810120""]",null
60cb2e35cb87d4e553802249,Po Box 22893 13089 Safat,Jawharat Al Kuwait General Trading & Contracting Company,null,"[""965 2465206""]",null
60cb2e35cb87d4e55380224a,,Janat Al Louhoum Butchery,null,"[""965 5759920""]",null
60cb2e36cb87d4e55380224b,Po Box 14664 15453 Fayha,Jawaharat Al Khaleej,null,"[""965 4846250""]",null
60cb2e36cb87d4e55380224c,,Jarrah Yusuf Al Roomy Shops,null,"[""965 4837270""]",null
60cb2e36cb87d4e55380224d,Po Box 26249 13123 Safat,Jassim A Yusuf Al Nisf & Company,null,"[""965 4841160""]",null
60cb2e36cb87d4e55380224e,Po Box 25679 13117 Safat,Jamal Rifai International Company,null,"[""965 2424414""]",null
60cb2e36cb87d4e55380224f,,"Jannat Al Houra'A Company",null,"[""965 2654646""]",null
60cb2e36cb87d4e553802250,,Jana International General Contracting Company,null,"[""965 2454513""]",null
60cb2e36cb87d4e553802251,,Jamal Trading Company For Glass & Mirrors,null,"[""965 2241077""]",null
60cb2e36cb87d4e553802252,"Po Box 6125 32036, , Kuwait",Italianlamp Central Market,null,"[""965 2631186""]",null
60cb2e37cb87d4e553802253,,Ismail Bahman Establishment,null,"[""965 2463402""]",null
60cb2e37cb87d4e553802254,"Po Box 64585 70456 Shuwaikh, , Kuwait",I S International Trading Company,null,"[""965 4610431""]",null
60cb2e37cb87d4e553802255,"Po Box 1732, , Kuwait",Iqbal Ali Trading & Contracting Establishment,null,"[""965 703584""]",null
60cb2e37cb87d4e553802256,Po Box 2123 Salmiya,Hasan Monsour International Company,null,"[""965 5717907""]",null
60cb2e37cb87d4e553802257,,Hateen Electrical And Electronic Appliances,null,"[""965 3910232""]",null
60cb2e37cb87d4e553802258,,Hassan Al Badah & Brothers Trading Company,null,"[""965 3917757""]",null
60cb2e37cb87d4e553802259,"P.O.Box: 2886, Safat 13029, , Kuwait",INTERNATIONAL CONST MATERIALS,null,"[""9654845100""]",null
60cb2e37cb87d4e55380225a,,Hasan Yacoub Al Wazzan General Trading & Contracting Company,null,"[""965 2464618""]",null
60cb2e38cb87d4e55380225b,Po Box 21444 13075 Safat,Mohd Ali Al Arbash Trading Establishment,null,"[""965 2432434""]",null
60cb2e38cb87d4e55380225c,,Hameed & Mohd Ali Al Taho General Trading & Contracting Company,null,"[""965 3985338""]",null
60cb2e38cb87d4e55380225d,Po Box 25496 13115 Safat,Hamza Akbar General Trading & Contracting Establishment,null,"[""965 2424342""]",null
60cb2e38cb87d4e55380225e,,Hammad Al Dubaibi,null,"[""965 5342935""]",null
60cb2e38cb87d4e55380225f,,Hamid Mohamed Al Osaimi & Brothers Trading Company,null,"[""965 2644683""]",null
60cb2e38cb87d4e553802260,Po Box 2444 13025 Safat,Mitsubishi Corporation,null,"[""965 2447208""]",null
60cb2e38cb87d4e553802261,,Mohammed Maharib Establishment,null,"[""965 4556038""]",null
60cb2e38cb87d4e553802262,,Mohd Abdulrahman Mubarak Al Thaidy Establishment,null,"[""965 4560421""]",null
60cb2e38cb87d4e553802263,,Mohamed Alwazzaa Trading & Gea Contracting Establishment,null,"[""965 2405761""]",null
60cb2e39cb87d4e553802264,,Mishal Lighting Center Salem Al Ateeqi Establishment For Electrical,null,"[""965 2949052""]",null
60cb2e39cb87d4e553802265,Po Box 25634 13117 Safat,Middle East Exhibition,null,"[""965 2401388""]",null
60cb2e39cb87d4e553802266,,Mashael Al Noor Center,null,"[""965 2424219""]",null
60cb2e39cb87d4e553802267,,Meswac Trading Establishment,null,"[""965 2410417""]",null
60cb2e39cb87d4e553802268,Po Box 46060 64011 Fahaheel,Mesfer Al Hajeri Trading Establishment,null,"[""965 3912534""]",null
60cb2e39cb87d4e553802269,,Mechnical & Industrial Services Company W.L.L.,null,"[""965 3984532""]",null
60cb2e3acb87d4e55380226a,Po Box 2707 13002 Safat,Maseelah Trading Company,null,"[""965 2457018""]",null
60cb2e3acb87d4e55380226b,,Mashoour Butcher Shop,null,"[""965 4746276""]",null
60cb2e3acb87d4e55380226c,,Mascon Al Khaleejia General Trading Company,null,"[""965 5725065""]",null
60cb2e3acb87d4e55380226d,Po Box 8712 Salmiya,Marzouk Saqar Al Ghanem General Trading & Contracting Establishment,null,"[""965 5723687""]",null
60cb2e3acb87d4e55380226e,"Po Box 2428 32039, , Kuwait",Maraji Al Anzi Transport Company,null,"[""965 4833602""]",null
60cb2e3acb87d4e55380226f,,Manabea Al Kuwait General Trading Contracting Establishment,null,"[""965 2630411""]",null
60cb2e3acb87d4e553802270,,Mane A Al Fadhi And Sons Company,null,"[""965 4551431""]",null
60cb2e3acb87d4e553802271,,Mansoor Al Nafea Establishment,null,"[""965 4837990""]",null
60cb2e3acb87d4e553802272,,Mahmoud Al-Gharabally Trading Establishment,null,"[""965 4728589""]",null
60cb2e3acb87d4e553802273,,Madeenat Al Oboor Establishment,null,"[""965 4722611""]",null
60cb2e3bcb87d4e553802274,,Kuwait Tech Turns Workshop,null,"[""965 4847880""]",null
60cb2e3bcb87d4e553802275,,"Ma'Mon Butcher Shop",null,"[""965 4747238""]",null
60cb2e3bcb87d4e553802276,,Maitam & Ali Trading Company,null,"[""965 2617960""]",null
60cb2e3bcb87d4e553802277,,Magic Jupiter Trading Company,null,"[""965 2427917""]",null
60cb2e3bcb87d4e553802278,,"Lou'Lou'At Al Shuwaikh Establishment",null,"[""965 4813381""]",null
60cb2e3bcb87d4e553802279,"P.O.Box: 719; Kuwait Chamber Of Commerce Building; 13008 Safat, ",KUWAITI INTERESTS FOR FINANCIAL INVESTMENT KSC,null,"[""9652429635"",""6"",""7""]",null
60cb2e3bcb87d4e55380227a,"P.O.Box: 171, Al Dasma 35151",FAJER AL KAMAL GENERAL TRADING CO,null,"[""9652627321""]",null
60cb2e3bcb87d4e55380227b,,Fay Arabia Establishment General Trading & Cont,null,"[""965 2463746""]",null
60cb2e3bcb87d4e55380227c,"P.O.Box: 39511, Alnuzha 73056",FANAN INTL GENERAL TRDG & CONTG,null,"[""9652465577"",""2465588""]",null
60cb2e3ccb87d4e55380227d,,Falcon General Trading & Contracting Establishment,null,"[""965 2621599""]",null
60cb2e3ccb87d4e55380227e,,Fanan International Trading Con Establishment,null,"[""965 2465577""]",null
60cb2e3ccb87d4e55380227f,,European Technical Group,null,"[""965 4833353""]",null
60cb2e3ccb87d4e553802280,,Fal Trading Establishment,null,"[""965 2452555""]",null
60cb2e3ccb87d4e553802281,,Fajer Al Eman Establishment,null,"[""965 4349719""]",null
60cb2e3ccb87d4e553802282,Po Box 126 13002 Safat,Easa Hussain Al-Yousifi Establishment,null,"[""965 2436399""]",null
60cb2e3ccb87d4e553802283,,Fahad Al Mayyaf General Trading & Contracting Company,null,"[""965 4830285""]",null
60cb2e3ccb87d4e553802284,"Industerial Shuwaikh # 3, Area 1, Buld 92, Al Nouree Compound, Off. 3, Behind Souq Al Tomoor",DUMEATHA TRADING & TRANSPORT,null,"[""9654825401"",""2""]",null
60cb2e3ccb87d4e553802285,,Fadel Al Subah Trad. Company,null,"[""965 2407452""]",null
60cb2e3dcb87d4e553802286,,3 Diamonds Trading Company,null,"[""965 4823613""]",null
60cb2e3dcb87d4e553802287,,Etisalat Puls Company,null,"[""965 848484""]",null
60cb2e3dcb87d4e553802288,,Doha Co-Operative Butchery Shop,null,"[""965 4873388""]",null
60cb2e3dcb87d4e553802289,"P.O.Box: 339, Safat 13004, , Kuwait",DANUBE TRADING & CONTRACTING & SHIPPING CO LTD,null,"[""9652442041""]",null
60cb2e3dcb87d4e55380228a,,Croshan International,null,"[""965 2455552""]",null
60cb2e3dcb87d4e55380228b,,Dar Al Salam Establishment,null,"[""965 2612195""]",null
60cb2e3dcb87d4e55380228c,Po Box 298 Salalah,Dhofar Cattle Feed Company (Saog),null,"[""965 225381""]",null
60cb2e3dcb87d4e55380228d,"P.O.Box : 24180, Shuwaikh Industry",DIA BEHBEHANI GEN. TRAD. & CONT. COMPANY,null,"[""965834222""]",null
60cb2e3dcb87d4e55380228e,Po Box 32 Salmiya,European Telephone Centre,null,"[""965 5657161""]",null
60cb2e3ecb87d4e55380228f,,Crystal Palace Lighting Company,null,"[""965 2660080""]",null
60cb2e3ecb87d4e553802290,Po Box 24414 13105 Safat,Dijaj General Trading Company,null,"[""965 2401575""]",null
60cb2e3ecb87d4e553802291,"P.O.Box: 36846, Al Ras 24759",C I M INDUSTRIES MIDDLE EAST,null,"[""9659605083""]",null
60cb2e3ecb87d4e553802292,Po Box 11052 Dasmah,Corporation Trading Company,null,"[""965 4817568""]",null
60cb2e3ecb87d4e553802293,Po Box 4144 13042 Safat,Constantine Halkias & Partner Kuwait Limited,null,"[""965 2428559""]",null
60cb2e3ecb87d4e553802294,,Construction Chemical Materials Industries Company W.L.L.,null,"[""965 4748366""]",null
60cb2e3ecb87d4e553802295,Po Box 435 13005 Safat,Clariant Limited,null,"[""965 4812148""]",null
