_id,address,company_name,email,phone_number,url
60cb1df3f266a20428a8849d,"SOUQ AL AIN,SHOP NO 5,SALWA ROAD,P.O.Box: 22252, Doha, Qatar",ISMAIL ALI AL ANSARI TRADING & CONT. CO.,[],"[""009744320300""]",http://www.aialansari.com
60cb1df8f266a20428a8849e,"Grand Hamad St, P.O.Box 339",Al Fardan Exchange,"[""customercare@alfardanexchange.com""]","[""44408234""]",http://www.alfardanexchange.com/
60cb1e02f266a20428a8849f,"Alfardan Centre, Grand Hamad Avenue, P.O. Box: 9948, Doha, Qatar",Alfardan Exchange Co,[],"[""(00974) 44408408""]",http://www.alfardan.com.qa
60cb1e0cf266a20428a884a0,"Building No:243, Al Waab Street, Al Waab 55, Doha, Doha, Qatar",Dr Khudsia Begum,[],"[""(00974) 44447585"",""+974 4447 5969""]",https://www.facebook.com/pages/Dr-Khudsia-Begum-Clinic-QATAR/464623696920237
60cb1e15f266a20428a884a1,"Post Office Box No. : 31348 Coffee Time Building, Al Wakara Main Street, Qatar, Doha",Maidsin Qatar,"[""info@maidsinqatar.com""]","[""97444356542""]",http://www.maidsinqatar.com/
60cb1e4af266a20428a884a2,"Ali Bin Abdulla Street, PO Box: 31645, Near Clock Round About, Doha, Qatar, Doha",Qatar UAE Exchange,"[""support.services@uaeexchange.com"",""customer.service@ae.uaeexchange.com""]","[""+974-44368324"",""+974-44445558""]",http://www.uaeexchange.com
60cb1e4ef266a20428a884a3,"P.O BOX 60964, , Qatar",CENTURY PROJECT &SERVICE CO,"[""info@centurydoha.com""]","[""+974 44723480""]",http://WWW.centurydoha.com
60cb1e53f266a20428a884a4,"P.O. Box: 32498, Bldg. 27, No.6, Umm Ghuwalina Street, Doha-Qatar, Doha",Boundless Business Solutions Specialists W.L.L. (BBSS),"[""contact@boundless-qatar.com""]","[""(+974) 44418706""]",http://www.boundless-qatar.com
60cb1e55f266a20428a884a5,"Doha, Doha, Qatar",Al Wakalat,[],"[""+974-55448915""]",http://www.alwakalat.com/arabic/index.php
60cb1e60f266a20428a884a6,"AL WAKRA, AL AJLAN 2 Building, 1st Floor, Office No. 4, CR NO. 70362, , Qatar",QHOLD Trading and Contracting W.L.L.,[],"[""(974) 40165722""]",http://www.qhold.com
60cb1e78f266a20428a884a7,"P.O.Box.40820, Gate No.45, Street 29 Al Karajat Street, Doha Qatar, Doha",Fabricast Wll,"[""sales.qatar@fabricast.net"",""csd2@fabricast.net"",""sales.kuwait@fabricast.net"",""info@fabricast.net""]","[""+97444783012""]",http://www.fabricast.net/qatar/
60cb1e7bf266a20428a884a8,"Near Bank Street, Doha, Qatar",City Exchange Qatar,[],"[""+97444769777""]",http://www.cityexchange.qa
60cb1e7ff266a20428a884a9,"Al Sadd Street, 37942, Doha, Qatar",UNIGROUP,[],"[""+9744415 7643""]",http://www.unigroup-qa.com
60cb1e81f266a20428a884aa,"P.O.Box 40842, Doha, Qatar",Al Khair Trading & Aluminium Company,[],"[""(00974) 44169448""]",http://www.alkhairtrading.com
60cb1e8cf266a20428a884ab,"Al Fardan Office Tower, 8th, 9th and 14th Floors, Al Funduq 61 West Bay, Doha, Qatar",Business Centre in Doha West Bay,[],"[""+974 4410 1555""]",http://www.regus.qa
60cb226913931e312d569987,"P.O. Box 1188 Ad Dawhah, Doha, Qatar",Western Union,[],"[""974 4424373""]",http://www.westernunion.com/Home
60cb227e13931e312d569988,"Al Wakalat St 29, Salwa Ind Area, P.O. Box: 21878, Doha, Qatar",Mona Trading And Machinery,"[""sales@monatm.com"",""service@monatm.com""]","[""974 4607850""]",http://www.monatm.com
60cb229b13931e312d569989,"Ain Khaled, Salwa Rd, P.O. Box: 1391",Mohammed Hamad Al Mana Group of Co. WLL,[],"[""44583000"",""44689083""]",http://www.mhalmanagroup.com
60cb234cd370a46d6f240f2c,"Salwa Rd, Mohammad Al Mana Building, P.O.Box 22577",Al Hamad Trading Est,"[""info@alhamadtrading.com""]","[""44688220""]",http://www.alhamadtrading.com
60cb234cd370a46d6f240f2d,"P.O.Box: 4206, Doha, Qatar",AHMED BIN ALI SOUQ BRANCH,null,"[""009744413133""]",null
60cb234cd370a46d6f240f2e,"P.O.Box: 4206, Doha, Qatar",AIRPORT BRANCH,null,"[""009744490186""]",null
60cb234cd370a46d6f240f2f,"Najma, P.O.Box 31075",Ajmal Trdg. & Contg. Co. WLL.,null,"[""44356129""]",null
60cb234cd370a46d6f240f30,"Al Mansourah, P.O.Box 1302",Aimco Trdg & Contg Co WLL,null,"[""44327969""]",null
60cb234cd370a46d6f240f31,"Barwa Village, Wakra, P.O.Box 60600",Aiwa Trdg. WLL,null,"[""44151256""]",null
60cb234cd370a46d6f240f32,"Airport Road, P.O.Box 90427",Advance Tech Trad & Cont,null,"[""44567037""]",null
60cb234cd370a46d6f240f33,"Po Box 3740, Doha, Qatar",AHMED M AL SADA GROUP OF COMPANIES,null,"[""009744326664""]",null
60cb234cd370a46d6f240f34,"Po Box 7407, Doha, Qatar",AJJAJ TRADING & CONTRACTING EST ( TRADING DIVISION ),null,"[""009744438260""]",null
60cb234dd370a46d6f240f35,"Al Markhiya R/A, P.O.Box 1001",Abdulrahman Bin Jassim Al Thani & Sons Co. - I.B.J Trdg.,null,"[""44869788""]",null
60cb234dd370a46d6f240f36,"Po Box 13586, Doha, Qatar",ALMANA ENTERPRISES,null,"[""009744883548""]",null
60cb234dd370a46d6f240f37,"Airport Road, P.O.Box 1553",Adiyat Trdg. & Contg. Est.,null,"[""44646227""]",null
60cb234dd370a46d6f240f38,"P.O. Box 860 Ad Dawhah, Doha, Qatar",A And H International Trading,null,"[""974 4351284""]",null
60cb234dd370a46d6f240f39,"Al Nasser, P.O.Box 23707",A & D Trdg.,null,"[""44327990""]",null
60cb234dd370a46d6f240f3a,"Po Box 134, Doha, Qatar",ABDUL RAZZAK QUANBER & ALI ISKANDER STORES,null,"[""009744423619""]",null
60cb234dd370a46d6f240f3b,"Gulf Business Centre, Muntazah, Nr. Al Meera, P.O.Box 24269",Adment Group for Trade and Services,null,"[""44166044""]",null
60cb234dd370a46d6f240f3c,"Al Najma, P.O.Box 4150",Abrao Trdg. WLL,null,"[""44315243""]",null
60cb234dd370a46d6f240f3d,"P.O. Box 2043 Ad Dawhah, Doha, Qatar",Strand Trading Restaurant,null,"[""974 4434220""]",null
60cb234dd370a46d6f240f3e,"Po Box 5713, Doha, Qatar",SULTAN & HAMAD CONTRACTING & TRADING CO,null,"[""009744600372""]",null
60cb234dd370a46d6f240f3f,"P.O. Box 9519 Ad Dawhah, Doha, Qatar",Tamima Traders,null,"[""974 4410068""]",null
60cb234dd370a46d6f240f40,"Souq Al Jaber, P.O.Box 30430",Simex Trading Company,null,"[""44414447""]",null
60cb234dd370a46d6f240f41,"P.O. Box 2073 Ad Dawhah, Doha, Qatar",Tradeline Establishment,null,"[""974 4430860""]",null
60cb234dd370a46d6f240f42,"P.O. Box 9556 Ad Dawhah, Doha, Qatar",Shaheen Electrical Wors & Tradeing,null,"[""974 4600230""]",null
60cb234dd370a46d6f240f43,"P.O.Box: 1974, Doha, Qatar",SHERATON GULF HOTEL OFFICE,null,"[""009744328606""]",null
60cb234dd370a46d6f240f44,"P.O.Box: 1974, Doha, Qatar",SHERATON DOHA HOTEL OFFICE,null,"[""009744831878""]",null
60cb234ed370a46d6f240f45,"P.O.Box: 22256, Doha, Qatar",SEA BASE BRANCH,null,"[""009744351445""]",null
60cb234ed370a46d6f240f46,"P.O.Box: 4206, Doha, Qatar",SALWA BRANCH,null,"[""009744681415""]",null
60cb234ed370a46d6f240f47,"P.O.Box: 41585, Doha, Qatar",QATAR NATIONAL BANK -INDUSTRIAL AREA BRANCH,null,"[""009744600344""]",null
60cb234ed370a46d6f240f48,"P.O.Box: 51024, Doha, Qatar",QATAR NATIONAL BANK - UMM SAID BRANCH,null,"[""009744721529""]",null
60cb234ed370a46d6f240f49,"Po Box 3081, Doha, Qatar",RENODA TRADING & CONTRACTING EST,null,"[""009744419535""]",null
60cb234ed370a46d6f240f4a,"P.O.Box: 1974, Doha, Qatar",QATAR NATIONAL BANK - RAS LAFFAN BRANCH,null,"[""009744739550""]",null
60cb234ed370a46d6f240f4b,"P.O.Box: 1638, Doha, Qatar",QATAR INTERNATIONAL ISLAMIC BANK (GHARAFFA BRANCH),null,"[""009744792180""]",null
60cb234ed370a46d6f240f4c,"P.O.Box: 1638, Doha, Qatar",QATAR INTERNATIONAL ISLAMIC BANK (WAKRAH BRANCH),null,"[""009744644811""]",null
60cb234ed370a46d6f240f4d,"P.O.Box: 1974, Doha, Qatar",QATAR NATIONAL BANK - QATAR UNIVERSITY,null,"[""009744892619""]",null
60cb234ed370a46d6f240f4e,"P.O.Box: 1638, Doha, Qatar",QATAR INERNATIONAL ISLAMIC BANK(HILAL BARANCH),null,"[""009744550300""]",null
60cb234ed370a46d6f240f4f,"P.O.Box: 25751, Doha, Qatar",QATAR NATIONAL BANK - AL-GHARAFFA BRANCH,null,"[""009744862343""]",null
60cb234ed370a46d6f240f50,"P.O.Box: 1638, Doha, Qatar",QATAR INERNATIONAL ISLAMIC BANK(AHLI HOSPITALB.),null,"[""009744874305""]",null
60cb234ed370a46d6f240f51,"P.O.Box: 1638, Doha, Qatar",QATAR INTERNATIONAL ISLAMIC (SALWA BRANCH),null,"[""009744693806""]",null
60cb234ed370a46d6f240f52,"P.O.Box: 1638, Doha, Qatar",QATAR INTERNATIONAL ISLAMIC BANK (RAYYAN BRANCH),null,"[""009744803649""]",null
60cb234ed370a46d6f240f53,"P.O.Box: 71196, Doha, Qatar",QATAR NATIONAL BANK - ALSHAMAL BRANCH,null,"[""009744731246""]",null
60cb234ed370a46d6f240f54,"P.O.Box: 4206, Doha, Qatar",RAS LAFFAN BRANCH,null,"[""009744739558""]",null
60cb234ed370a46d6f240f55,"Najma, Nr. Post Office, P.O.Box 302",Raed Trading & Services Co,null,"[""44327334""]",null
60cb234ed370a46d6f240f56,"American Hospital, 2nd Floor, P.O.Box 23038",Quality Trading Co WLL,null,"[""44328270""]",null
60cb234fd370a46d6f240f57,"P.O.Box: 1974, Doha, Qatar",Q-G-P-C OFFICE,null,"[""009744831218""]",null
60cb234fd370a46d6f240f58,"25 B-Ring Road, Ibn Dirhem St, P.O.Box 51",QTC - Qatar Trading Co WLL (Box 51) Board,null,"[""44252666""]",null
60cb234fd370a46d6f240f59,"P.O.Box: 91382, Doha, Qatar",QATAR - EMIRATES EXCHANGE EST.,null,"[""009744688011""]",null
60cb234fd370a46d6f240f5a,"Po Box 5653, Doha, Qatar",QATAR FIRE EXTINGUISHER FACTORY,null,"[""009744601480""]",null
60cb234fd370a46d6f240f5b,"P.O.Box: 1974, Doha, Qatar",QATAR NATIONAL BANK - HAMED GENERAL HOSPITAL BRANCH,null,"[""009744421517""]",null
60cb234fd370a46d6f240f5c,"P.O.Box: 1974, Doha, Qatar",QATAR NATIONAL BANK - AIR FORCE BASE BRANCH,null,"[""009744322016""]",null
60cb234fd370a46d6f240f5d,"P.O.Box: 4226, Doha, Qatar",QATAR NATIONAL BANK -AIRPORT BRANCH,null,"[""009744328125""]",null
60cb234fd370a46d6f240f5e,"P.O.Box: 2792, Doha, Qatar",QATAR NATIONAL BANK -MUSHAIREB BRANCH,null,"[""009744423643""]",null
60cb234fd370a46d6f240f5f,"P.O.Box: 10340, Doha, Qatar",QATAR NATIONAL BANK- AL-SADD BRANCH,null,"[""009744420448""]",null
60cb234fd370a46d6f240f60,"P.O.Box: 2975, Doha, Qatar",QATAR INTRNATIONAL BANK,null,"[""009744473700""]",null
60cb234fd370a46d6f240f61,"P.O.Box: 1974, Doha, Qatar",QATAR NATIONAL BANK - SALWA ROAD,null,"[""009744435871""]",null
60cb234fd370a46d6f240f62,"P.O.Box: 1974, Doha, Qatar",QATAR NATIONAL BANK - RAS GAS BRANCH,null,"[""009744407407""]",null
60cb234fd370a46d6f240f63,"P.O.Box: 1974, Doha, Qatar",QATAR NATIONAL BANK - CITY CENTRE BRANCH,null,"[""009744483520""]",null
60cb234fd370a46d6f240f64,"P.O.Box: 1974, Doha, Qatar",QATAR NATIONAL BANK - WEST BAY BANK,null,"[""009744440797""]",null
60cb2350d370a46d6f240f65,"P.O.Box: 1638, Doha, Qatar",QATAR INTERNATIONAL ISLAMIC BANK(AL-KAHRABA BRANCH),null,"[""009744436425""]",null
60cb2350d370a46d6f240f66,"CBQ Plaza Tower, Dafna, P.O.Box 15205",Q. Mobile,null,"[""44528228""]",null
60cb2350d370a46d6f240f67,"P.O. Box 9920 Ad Dawhah, Doha, Qatar",Qatar New Zealand Investment And Trade,null,"[""974 4422542""]",null
60cb2350d370a46d6f240f68,"Bin Omran, P.O.Box 18296",Newline Trading & Contg. WLL,null,"[""44117295""]",null
60cb2350d370a46d6f240f69,"Al Shafi St., New Rayan, P.O.Box 2577",Qatari European Trading & Cont. Center LLC,null,"[""44815082""]",null
60cb2350d370a46d6f240f6a,"P.O. Box 153 Ad Dawhah, Doha, Qatar",Navigation Trading Agencies Hino,null,"[""974 4413356""]",null
60cb2350d370a46d6f240f6b,"P.O.Box: 61004, Doha, Qatar",QATAR NATIONAL BANK - AL-KHOR BRANCH,null,"[""009744720127""]",null
60cb2350d370a46d6f240f6c,"P.O.Box: 91897, Doha, Qatar",QATAR NATIONAL BANK -AL-RAYYAN BRANCH,null,"[""009744807090""]",null
60cb2350d370a46d6f240f6d,"Po Box 90278, Doha, Qatar",NEW RAYYAN PHARMACY,null,"[""009744805649""]",null
60cb2351d370a46d6f240f6e,"Po Box 3114, Doha, Qatar",NATIONAL PRINTING PRESS CO,null,"[""009744423763""]",null
60cb2351d370a46d6f240f6f,"P.O. Box 2180 Ad Dawhah, Doha, Qatar",Mubara Bin Ayash Al-Mansoori Trading,null,"[""974 4325569""]",null
60cb2351d370a46d6f240f70,"P.O.Box: 3982, Doha, Qatar",NATIONAL EXCHANGE CO.,null,"[""009744321560"",""4327621""]",null
60cb2351d370a46d6f240f71,"Po Box 7425, Doha, Qatar",MOHAMMED AHMED AL OBAIDLY & PARTNERS CO,null,"[""009744411570""]",null
60cb2351d370a46d6f240f72,"Po Box 318, Doha, Qatar",NASSER BIN KHALED AL THANI & SONS CO,null,"[""009744327313""]",null
60cb2351d370a46d6f240f73,"P.O. Box 6318 Ad Dawhah, Doha, Qatar",National Exchange Company W.L.L.,null,"[""974 4422779""]",null
60cb2351d370a46d6f240f74,"Po Box 895, Doha, Qatar",MUFTAH BIN AMAN & SONS EAST,null,"[""009744422952""]",null
60cb2351d370a46d6f240f75,"Po Box 740, Doha, Qatar",NATIONAL FURNITURE,null,"[""009744414981""]",null
60cb2351d370a46d6f240f76,"Po Box 165, Doha, Qatar",MOHAMMED BIN NASSER FAKHROO TRADING & CONTRACTING EST,null,"[""009744324328""]",null
60cb2351d370a46d6f240f77,"P.O. Box 280 Ad Dawhah, Doha, Qatar",Mohd Haji Nazar Exchange,null,"[""974 4426585""]",null
60cb2351d370a46d6f240f78,"Salwa Road, P.O.Box 10071",Modern System for Irrigation & Agriculture Eng Co (MSCO),null,"[""44582091""]",null
60cb2351d370a46d6f240f79,"P.O. Box 4847 Ad Dawhah, Doha, Qatar",Gulf Finance And Exchange Company,null,"[""974 4414278""]",null
60cb2351d370a46d6f240f7a,"Bin Mahmoud, Near Ramada Hotel, P.O.Box 5319",Ghanem Al Thani Holdings WLL,null,"[""44428201""]",null
60cb2351d370a46d6f240f7b,"P.O. Box 6680 Ad Dawhah, Doha, Qatar",Gulf Waves Trading,null,"[""974 4433199""]",null
60cb2351d370a46d6f240f7c,"Po Box 22037, Doha, Qatar",GRANADA PHARMACY,null,"[""009744870484""]",null
60cb2351d370a46d6f240f7d,"Mansoura, Opp. Canara Jewellery, P.O.Box 8209",Fajar Al Khaleej Trading & Contg. Co. WLL,null,"[""44441029""]",null
60cb2351d370a46d6f240f7e,"P.O. Box 856 Ad Dawhah, Doha, Qatar",Electro Trade Company,null,"[""974 4424669""]",null
60cb2351d370a46d6f240f7f,"Old Airport Road, Nr. Giant Store, 2nd Floor, P.O.Box 32299",Expedition Trading & Services Co WLL,null,"[""44664200""]",null
60cb2352d370a46d6f240f80,"P.O.Box: 1428, Doha, Qatar",EASTERN EXCHANGE ESTABLISHMENT,null,"[""009744412655""]",null
60cb2352d370a46d6f240f81,"P.O. Box 3479 Ad Dawhah, Doha, Qatar",Eastern Trading And Technology,null,"[""974 4350124""]",null
60cb2352d370a46d6f240f82,"Po Box 145, Doha, Qatar",DOHA MOTORS & TRADING CO WLL,null,"[""009744651441""]",null
60cb2352d370a46d6f240f83,"Po Box 4385, Doha, Qatar",MIDDLE EAST FOR TRADING,null,"[""009744874713""]",null
60cb2352d370a46d6f240f84,"P.O.Box: 61634, Doha, Qatar",DOHA BANK -RAS LAFFAN BRANCH,null,"[""009744722915""]",null
60cb2352d370a46d6f240f85,"Po Box 17533, Doha, Qatar",MIDDLE EAST TYRES & TRADING COMPANY,null,"[""009744320664""]",null
60cb2352d370a46d6f240f86,"P.O.Box: 4206, Doha, Qatar",MESAID BRANCH,null,"[""009744771522""]",null
60cb2352d370a46d6f240f87,"PO Box 14054, Doha, Qatar",Midwil Trading Inc,null,"[""009744626121""]",null
60cb2352d370a46d6f240f88,"Indl Area, St. No. 46, Gate 53, P.O.Box 22425",Mawad Trading & Services WLL,null,"[""44503709""]",null
60cb2352d370a46d6f240f89,"P.O. Box 491 Ad Dawhah, Doha, Qatar",Mantel Al Mana Trading,null,"[""974 4311180""]",null
60cb2352d370a46d6f240f8a,"Po Box 2866, Doha, Qatar",KHATT TRADING INT CO,null,"[""009744448217""]",null
60cb2352d370a46d6f240f8b,"Muaither, P.O.Box 22051",Kawather Trading & Contracting Co WLL,null,"[""44361638""]",null
60cb2352d370a46d6f240f8c,"Po Box 496, Doha, Qatar",JOHER BIN SAEED AL MOHAMMED & SONS,null,"[""009744423474""]",null
60cb2352d370a46d6f240f8d,"P.O. Box 17778 Ad Dawhah, Doha, Qatar",Jaal Trading,null,"[""974 4438247""]",null
60cb2352d370a46d6f240f8e,"P.O.Box: 9094, Doha, Qatar",DOHA BANK - AL-MIRQAB BRANCH,null,"[""009744352051""]",null
60cb2352d370a46d6f240f8f,"Po Box 22137, Doha, Qatar",JAHWEEL GROUP TRADING & CONTRACTING LTD,null,"[""009744872140""]",null
60cb2353d370a46d6f240f90,"P.O.Box: 1974, Doha, Qatar",DOHA INTERNATIONAL AIRPORT OFFICE,null,"[""009744621911""]",null
60cb2353d370a46d6f240f91,"P.O.Box: 9186, Doha, Qatar",DOHA BANK-KHEREITYAT BRANCH,null,"[""009744783398""]",null
60cb2353d370a46d6f240f92,"Po Box 179, Doha, Qatar",KHALIL AL FARDAN EXCHANGE EST,null,"[""009744423118""]",null
60cb2353d370a46d6f240f93,"P.O.Box: 4820, Doha, Qatar",DOHA BANK -THE C_RING ROAD BRANCH,null,"[""009744659421""]",null
60cb2353d370a46d6f240f94,"Bin Omran Area, P.O.Box 20366",Derwind Trading & Contracting Co WLL,null,"[""44873131""]",null
60cb2353d370a46d6f240f95,"P.O.Box: 61634, Doha, Qatar",DOHA BANK -KOHER BRANCH,null,"[""009744722915""]",null
60cb2353d370a46d6f240f96,"Al Furousia St, Muaither, P.O.Box 45267",Convert Engineering & Trading,null,"[""44160343""]",null
60cb2353d370a46d6f240f97,"Salwa Road, P.O.Box 92",Darwish Trading Co. WLL,null,"[""44422781""]",null
60cb2353d370a46d6f240f98,"PO Box 6409, Doha, Qatar",Dash Intl. Trade,null,"[""009744836034""]",null
60cb2353d370a46d6f240f99,"Po Box 371, Doha, Qatar",CITY EXCHANGE CO,null,"[""009744414623""]",null
60cb2353d370a46d6f240f9a,"P.O. Box 1681 Ad Dawhah, Doha, Qatar",City Exchange,null,"[""974 4414632""]",null
60cb2353d370a46d6f240f9b,"C-Ring Road, Al Emadi Bldg, P.O.Box 16081",City Exchange Company WLL,null,"[""44377403""]",null
60cb2353d370a46d6f240f9c,"PO Box 4505, Doha, Qatar",Business Trading Co,null,"[""009744875222""]",null
60cb2353d370a46d6f240f9d,"PO Box 60323, Doha, Qatar",BO Jamhoor Trading & Cont Co,null,"[""009744880468""]",null
60cb2353d370a46d6f240f9e,"PO Box 2545, Doha, Qatar",Arabian Trading & Services Co,null,"[""009744680104"",""4427679"",""4427163""]",null
60cb2354d370a46d6f240f9f,"Al Luqta, P.O.Box 24159",Bo Jamhoor Trad. and Cont Co WLL,null,"[""44880468""]",null
60cb2354d370a46d6f240fa0,"P.O. Box 32218 Ad Dawhah, Doha, Qatar",Astic General Trading L.L.C.,null,"[""974 2828005""]",null
60cb2354d370a46d6f240fa1,"Po Box 1632, Doha, Qatar",ARAB PAPER PRODUCTS CO,null,"[""009744601796""]",null
60cb2354d370a46d6f240fa2,"C-Ring Road, P.O.Box 2603",Aswan Trading & Contracting Co.,null,"[""44413265""]",null
60cb2354d370a46d6f240fa3,"Trading Division, PO Box 15224, Doha, Qatar",International Trading & Contracting Co,null,"[""009744878921""]",null
